Stock,Date,Headline,Snippet,Label,Open,High,Low,Close,Volume,Return,Volatility,Ticker,EWMA_Volatility
Discover Financial,4/17/2020,Discover Financial stock soars to all-time high of $195.36,"Discover Financial Services (NYSE:DFS) stock has reached an all-time high, touching a price level of $195.36. With a market capitalization of nearly $49 billion and a P/E ratio of 13.84, the ...",Real,30.1935,31.3517,30.1133,31.2181,6258900,0.1057,0.1202,DFS,0.0982
Discover Financial,4/17/2020,MarketWatch,"Shares of Discover Financial Services DFS slipped 2.82% to $187.73 Tuesday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones Industrial Average ...",Real,30.1935,31.3517,30.1133,31.2181,6258900,0.1057,0.1202,DFS,0.0982
Discover Financial,4/17/2020,MarketWatch,"Shares of Discover Financial Services DFS shed 2.52% to $190.27 Monday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index SPX falling 1.76% to ...",Real,30.1935,31.3517,30.1133,31.2181,6258900,0.1057,0.1202,DFS,0.0982
EPAM Systems,4/8/2022,EPAM Systems Inc. stock underperforms Thursday when compared to competitors,"S hares of EPAM Systems Inc. plunged 12.80% to $225.07 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index falling 0.43% to 6,117.52 and ...",Real,283.56,321.21,280,308.69,1595600,0.1013,0.1195,EPAM,0.0839
EPAM Systems,4/8/2022,"Epam Systems CFO sells shares worth $277,046","Peterson, Chief Financial Officer of EPAM Systems, Inc. (NYSE:EPAM), recently sold 1,078 shares of the company’s common stock ... In other recent news, EPAM Systems has seen several significant ...",Real,283.56,321.21,280,308.69,1595600,0.1013,0.1195,EPAM,0.0839
EPAM Systems,4/8/2022,Yahoo Finance,"In this article, we are going to take a look at where EPAM Systems, Inc. (NYSE:EPAM) stands against the other IT services stocks. The IT services industry constitutes a diverse range of technology ...",Real,283.56,321.21,280,308.69,1595600,0.1013,0.1195,EPAM,0.0839
EPAM Systems,4/8/2022,MarketWatch,"Shares of EPAM Systems ... for the stock market, with the S&P 500 Index SPX falling 1.78% to 5,738.52 and Dow Jones Industrial Average DJIA falling 0.99% to 42,579.08. EPAM Systems Inc. closed ...",Real,283.56,321.21,280,308.69,1595600,0.1013,0.1195,EPAM,0.0839
EPAM Systems,4/8/2022,Insider Monkey,"While discussing EPAM Systems, Inc. (NYSE:EPAM) stock’s recent decline, Cramer mentioned its presence in Ukraine and the recently announced poor guidance by the company. “There was EPAM ...",Fake,283.56,321.21,280,308.69,1595600,0.1013,0.1195,EPAM,0.0839
EPAM Systems,4/8/2022,MarketWatch,"Shares of EPAM Systems Inc. EPAM slid 1.04% to $206.14 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index SPX rising 1.59% to 5,954.50 ...",Real,283.56,321.21,280,308.69,1595600,0.1013,0.1195,EPAM,0.0839
Globe Life,5/21/2024,,"Philadelphia, Pennsylvania-- (Newsfile Corp. - March 17, 2025) - Kaskela Law LLC announces that it has commenced an investigation into Globe Life Inc. (NYSE: GL), formerly known as Torchmark Corp., on ...",Fake,83.8703,83.9696,80.2769,82.7188,1924300,-0.0312,0.114,GL,0.0682
Globe Life,5/21/2024,Yahoo Finance,"It has been about a month since the last earnings report for Globe Life (GL). Shares have added about 3.7% in that time frame, outperforming the S&P 500. Will the recent positive trend continue ...",Fake,83.8703,83.9696,80.2769,82.7188,1924300,-0.0312,0.114,GL,0.0682
Danaher,7/7/2016,MarketWatch,"Shares of Danaher Corp. DHR slid 1.28% to $212.07 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index SPX rising 0.55% to 5,770.20 and ...",Real,69.0271,69.1718,68.1333,68.6951,4682215,0.001,0.112,DHR,0.1435
Danaher,7/7/2016,,Danaher (DHR – Research Report) received a Buy rating and price target from Goldman Sachs analyst Matthew Sykes today. The company’s shares ...,Fake,69.0271,69.1718,68.1333,68.6951,4682215,0.001,0.112,DHR,0.1435
Danaher,7/7/2016,Yahoo Finance,"In the quarter, the fund appreciated 0.07% ... (NYSE:DHR) was 1.98%, and its shares lost 18.76% of their value over the last 52 weeks. On March 11, 2025, Danaher Corporation (NYSE:DHR) stock ...",Fake,69.0271,69.1718,68.1333,68.6951,4682215,0.001,0.112,DHR,0.1435
Danaher,7/7/2016,MarketWatch,"Shares of Danaher Corp. DHR shed 1.10% to $247.84 Tuesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index SPX rising 0.92% to 6,067.70 and ...",Real,69.0271,69.1718,68.1333,68.6951,4682215,0.001,0.112,DHR,0.1435
EQT Corporation,4/24/2020,,"EQT Corp. closed 4.69% short of its 52-week high of $56.66, which the company reached on February 19th.",Real,11.9803,12.9281,11.7433,12.6911,25836300,0.0712,0.1112,EQT,0.0899
EQT Corporation,4/24/2020,,"Pittsburgh, Pennsylvania-based EQT Corporation (EQT ... positioning itself to benefit from growing global demand. The stock ...",Fake,11.9803,12.9281,11.7433,12.6911,25836300,0.0712,0.1112,EQT,0.0899
EQT Corporation,4/24/2020,Yahoo Finance,"The bottom-line beat was heartening for EQT investors, and their optimism about the stock appears justified. As long as natural gas demand doesn't drop significantly, the company should be able to ...",Fake,11.9803,12.9281,11.7433,12.6911,25836300,0.0712,0.1112,EQT,0.0899
EQT Corporation,4/24/2020,MarketWatch,"Shares of EQT Corp ... the stock market, with the S&P 500 Index SPX rising 0.36% to 6,083.57 and the Dow Jones Industrial Average DJIA falling 0.28% to 44,747.63. EQT Corp. closed 6.24% short ...",Real,11.9803,12.9281,11.7433,12.6911,25836300,0.0712,0.1112,EQT,0.0899
EQT Corporation,4/24/2020,,Wells Fargo analyst Roger Read raised the firm’s price target on EQT Corporation (EQT) to $58 from $53 and keeps an Overweight rating on the ...,Fake,11.9803,12.9281,11.7433,12.6911,25836300,0.0712,0.1112,EQT,0.0899
EQT Corporation,4/24/2020,Billionaire David Tepper’s Long-Term Stock Pick: Why EQT Corporation (EQT) Stands Out,"We recently compiled a list of the Billionaire David Tepper's 10 Long-Term Stock Picks. In this article, we are going to take a look at where EQT Corporation (NYSE:EQT) stands against the other ...",Fake,11.9803,12.9281,11.7433,12.6911,25836300,0.0712,0.1112,EQT,0.0899
EQT Corporation,4/24/2020,Business Insider,"Piper Sandler raised the firm’s price target on EQT Corporation ... Stock Screener. Published first on TheFly – the ultimate source for real-time, market-moving breaking financial news.",Fake,11.9803,12.9281,11.7433,12.6911,25836300,0.0712,0.1112,EQT,0.0899
EQT Corporation,4/24/2020,Yahoo Finance,EQT Corporation ... of $1.55 billion. The company has topped consensus revenue estimates three times over the last four quarters. The sustainability of the stock's immediate price movement ...,Real,11.9803,12.9281,11.7433,12.6911,25836300,0.0712,0.1112,EQT,0.0899
EQT Corporation,4/24/2020,Benzinga.com,"Buying $1000 In EQT: If an investor had bought $1000 of EQT stock 20 years ago, it would be worth $29,724.38 today based on a price of $49.20 for EQT at the time of writing. Finally -- what's the ...",Fake,11.9803,12.9281,11.7433,12.6911,25836300,0.0712,0.1112,EQT,0.0899
EQT Corporation,4/24/2020,ETF Daily News,"Two research analysts have rated the stock with a sell rating, eight have given a hold rating and nine have issued a buy rating to the company ... and a yield of 1.24%. EQT’s dividend payout ...",Fake,11.9803,12.9281,11.7433,12.6911,25836300,0.0712,0.1112,EQT,0.0899
Aptiv,4/20/2020,MarketWatch,"Shares of Aptiv PLC APTV rallied 3.61% to $63.48 Thursday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500 Index SPX rising 0.36% to 6,083.57 and ...",Real,61.44,62.42,58.72,59.53,2225900,-0.0687,0.1081,APTV,0.0841
Aptiv,4/20/2020,Yahoo Finance,"Aptiv PLC’s APTV robust tech-savvy initiatives are boosting its performance. Shareholder-friendly initiatives are also encouraging. Meanwhile, geopolitical uncertainties are adversely impacting ...",Fake,61.44,62.42,58.72,59.53,2225900,-0.0687,0.1081,APTV,0.0841
Aptiv,4/20/2020,Tesla Stock Rises. How Apple and Aptiv Are Helping.,"Tesla stock rose Friday, despite little news ... Aptiv isn’t. But it reported earnings Thursday evening too. Aptiv earned $1.16 a share, while Wall Street was looking for $1.04.",Real,61.44,62.42,58.72,59.53,2225900,-0.0687,0.1081,APTV,0.0841
Aptiv,4/20/2020,,"On March 6th, CoreWeave, an Nvidia-backed cloud-computing startup, denied claims in a Financial Times report that Microsoft ...",Fake,61.44,62.42,58.72,59.53,2225900,-0.0687,0.1081,APTV,0.0841
Aptiv,4/20/2020,Yahoo Finance,"Aptiv PLC (APTV) is one of the stocks most watched by Zacks.com visitors lately. So, it might be a good idea to review some of the factors that might affect the near-term performance of the stock.",Fake,61.44,62.42,58.72,59.53,2225900,-0.0687,0.1081,APTV,0.0841
Builders FirstSource,4/17/2020,,"Builders FirstSource Inc. closed 37.93% below its 52-week high of $212.24, which the company reached on March 25th.",Real,13.45,14.73,13.45,14.62,1304300,0.129,0.1062,BLDR,0.0895
Builders FirstSource,4/17/2020,,"We recently compiled a list of the 10 Undervalued Stocks to Invest in According to Goldman Sachs. In this article, we are ...",Fake,13.45,14.73,13.45,14.62,1304300,0.129,0.1062,BLDR,0.0895
Builders FirstSource,4/17/2020,,"Discover why Builders FirstSource (BLDR) faces challenges with weak housing demand, high mortgage rates and overvaluation.",Real,13.45,14.73,13.45,14.62,1304300,0.129,0.1062,BLDR,0.0895
Builders FirstSource,4/17/2020,MarketWatch,"Shares of Builders FirstSource Inc. BLDR shed 4.12% to $130.00 Tuesday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index SPX falling 0.76% to ...",Real,13.45,14.73,13.45,14.62,1304300,0.129,0.1062,BLDR,0.0895
Builders FirstSource,4/17/2020,Yahoo Finance,"Builders FirstSource (BLDR) ended the recent trading session at $129.46, demonstrating a -0.42% swing from the preceding day's closing price. The stock's performance ... of -17.39% and +3.16% ...",Fake,13.45,14.73,13.45,14.62,1304300,0.129,0.1062,BLDR,0.0895
Builders FirstSource,4/17/2020,Business Insider,"Filter, analyze, and streamline your search for investment opportunities with TipRanks’ Stock ... news. Try Now>> See the top stocks recommended by analysts >> Read More on BLDR: Builders ...",Fake,13.45,14.73,13.45,14.62,1304300,0.129,0.1062,BLDR,0.0895
Builders FirstSource,4/17/2020,Benzinga.com,"Builders FirstSource BLDR has outperformed the market over the past 15 years by 17.61% on an annualized basis ... If an investor had bought $100 of BLDR stock 15 years ago, it would be worth ...",Fake,13.45,14.73,13.45,14.62,1304300,0.129,0.1062,BLDR,0.0895
Builders FirstSource,4/17/2020,ETF Daily News,"The institutional investor owned 60,325 shares of the company’s stock after purchasing ... the Synboard brand name. Receive News & Ratings for Builders FirstSource Daily - Enter your email ...",Fake,13.45,14.73,13.45,14.62,1304300,0.129,0.1062,BLDR,0.0895
Builders FirstSource,4/17/2020,Yahoo Finance,"Builders FirstSource (BLDR) has been one of the most searched-for stocks on Zacks.com lately. So, you might want to look at some of the facts that could shape the ... change of -17.4% from the ...",Fake,13.45,14.73,13.45,14.62,1304300,0.129,0.1062,BLDR,0.0895
Advanced Micro Devices,4/25/2016,Is Advanced Micro Devices Stock a Buy Now?,"The acquisition still has to receive regulatory approval, but ZT Systems could bolster AMD's offering of end-to-end solutions, including systems and software, for AI-optimized data centers. This will ...",Real,3.81,3.82,3.31,3.45,80607900,-0.1353,0.106,AMD,0.1375
Advanced Micro Devices,4/25/2016,,Advanced Micro shares are moving higher on Monday amid market strength on reports suggesting the U.S. could narrow upcoming tariffs.,Real,3.81,3.82,3.31,3.45,80607900,-0.1353,0.106,AMD,0.1375
Advanced Micro Devices,4/25/2016,Yahoo Finance,"Advanced Micro Devices (AMD) is one of the stocks most ... of the factors that might affect the near-term performance of the stock. Over the past month, shares of this chipmaker have returned ...",Real,3.81,3.82,3.31,3.45,80607900,-0.1353,0.106,AMD,0.1375
Advanced Micro Devices,4/25/2016,Yahoo Finance,"In this article, we are going to take a look at where Advanced Micro Devices, Inc. (NASDAQ ... directly influencing stock prices and overall market performance. Companies with steady earnings ...",Fake,3.81,3.82,3.31,3.45,80607900,-0.1353,0.106,AMD,0.1375
Advanced Micro Devices,4/25/2016,Kiplinger,Advanced Micro Devices (AMD) stock is notably lower Wednesday after financial services firm HSBC downgraded the chipmaker to Reduce (equivalent to a Sell) from Buy and slashed its price target to ...,Real,3.81,3.82,3.31,3.45,80607900,-0.1353,0.106,AMD,0.1375
Advanced Micro Devices,4/25/2016,,One of the more tantalizing stocks following the recent market sell-off is Advanced Micro Devices ( AMD 7.13%). Shares are ...,Real,3.81,3.82,3.31,3.45,80607900,-0.1353,0.106,AMD,0.1375
Welltower,4/20/2020,Is Welltower Stock Outperforming the S&P 500?,Welltower’s stock prices gained 2.2% in the trading session after the release of its impressive Q4 results on Feb. 11. The company announced a 28.6% year-over-year growth in its total revenues ...,Real,40.4336,41.2025,38.6652,38.7677,2844600,-0.0758,0.1051,WELL,0.086
Welltower,4/20/2020,,Welltower (NYSE:WELL – Get Free Report) had its price target lifted by research analysts at Mizuho from $141.00 to $170.00 in ...,Fake,40.4336,41.2025,38.6652,38.7677,2844600,-0.0758,0.1051,WELL,0.086
Welltower,4/20/2020,Nasdaq,These ratings reflect expectations for the relative performance of Welltower compared to the broader market. Price Targets: Analysts set price targets as an estimate of a stock's future value.,Real,40.4336,41.2025,38.6652,38.7677,2844600,-0.0758,0.1051,WELL,0.086
Welltower,4/20/2020,What Are Wall Street Analysts' Target Price for Welltower Stock?,"In 2025, the stock has returned 13.8% compared to SPX’s 3.2% gain on a YTD basis. Zooming in further, WELL stock has also outperformed the Real Estate Select Sector SPDR Fund ( XLRE ).",Fake,40.4336,41.2025,38.6652,38.7677,2844600,-0.0758,0.1051,WELL,0.086
Welltower,4/20/2020,MarketWatch,"Shares of Welltower Inc. WELL advanced 1.39% to $150.64 Monday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones Industrial Average DJIA rising 0. ...",Real,40.4336,41.2025,38.6652,38.7677,2844600,-0.0758,0.1051,WELL,0.086
Welltower,4/20/2020,Benzinga.com,"Currently, Welltower has a market capitalization of $96.47 billion. Buying $1000 In WELL: If an investor had bought $1000 of WELL stock 20 years ago, it would be worth $8,080.02 today based on a ...",Fake,40.4336,41.2025,38.6652,38.7677,2844600,-0.0758,0.1051,WELL,0.086
Welltower,4/20/2020,MarketWatch,"Shares of Welltower Inc. WELL slid 1.02% to $147.45 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index SPX rising 0.55% to 5,770.20 ...",Real,40.4336,41.2025,38.6652,38.7677,2844600,-0.0758,0.1051,WELL,0.086
